inventory_id,product_id,bin_id,quantity,date_added
47,22,A04-S3-B02,2,2024-10-24 05:50:27.368614
48,23,A03-S4-B01,1,2024-11-08 05:50:27.368614
49,24,A01-S3-B02,2,2024-10-30 05:50:27.368614
50,24,A02-S4-B05,2,2024-11-09 05:50:27.368614
51,24,A03-S3-B04,3,2024-11-11 05:50:27.368614
52,25,A03-S4-B02,5,2024-11-19 05:50:27.368614
53,25,A05-S3-B04,5,2024-10-21 05:50:27.368614
54,25,A01-S3-B01,2,2024-10-24 05:50:27.368614
55,26,A07-S4-B02,5,2024-10-30 05:50:27.368614
56,26,A07-S1-B01,4,2024-10-26 05:50:27.368614
57,27,A03-S2-B03,4,2024-11-08 05:50:27.368614
58,27,A03-S3-B06,1,2024-11-03 05:50:27.368614
59,28,A08-S4-B06,5,2024-11-17 05:50:27.368614
60,28,A08-S1-B03,4,2024-10-21 05:50:27.368614
61,29,A08-S1-B04,2,2024-10-24 05:50:27.368614
62,29,A08-S4-B04,5,2024-11-11 05:50:27.368614
63,29,A08-S3-B02,1,2024-10-21 05:50:27.368614
64,30,A02-S1-B02,5,2024-11-03 05:50:27.368614
65,30,A02-S1-B01,4,2024-10-26 05:50:27.368614
66,31,A08-S3-B03,5,2024-11-02 05:50:27.368614
67,31,A08-S2-B04,4,2024-11-08 05:50:27.368614
68,32,A01-S1-B01,1,2024-11-13 05:50:27.368614
69,32,A05-S1-B05,4,2024-11-10 05:50:27.368614
70,33,A01-S3-B02,4,2024-10-21 05:50:27.368614
71,34,A10-S1-B03,2,2024-11-08 05:50:27.368614
72,35,A08-S1-B06,1,2024-10-26 05:50:27.368614
73,36,A06-S4-B02,4,2024-11-17 05:50:27.368614
74,36,A07-S2-B06,1,2024-11-01 05:50:27.368614
75,37,A01-S2-B01,1,2024-11-11 05:50:27.368614
76,38,A01-S3-B02,3,2024-10-26 05:50:27.368614
77,38,A03-S2-B06,3,2024-11-03 05:50:27.368614
78,39,A07-S1-B02,1,2024-10-22 05:50:27.368614
79,40,A02-S4-B06,1,2024-11-12 05:50:27.368614
80,41,A03-S3-B05,5,2024-10-23 05:50:27.368614
81,41,A02-S4-B02,3,2024-11-07 05:50:27.368614
82,41,A05-S4-B02,5,2024-11-11 05:50:27.368614
83,42,A02-S1-B06,1,2024-11-17 05:50:27.368614
84,42,A03-S4-B06,1,2024-10-21 05:50:27.368614
85,42,A05-S1-B04,1,2024-11-08 05:50:27.368614
86,43,A05-S4-B05,3,2024-10-26 05:50:27.368614
87,44,A09-S2-B01,1,2024-11-07 05:50:27.368614
88,45,A05-S4-B01,4,2024-11-05 05:50:27.368614
89,45,A03-S1-B02,3,2024-10-26 05:50:27.368614
90,46,A07-S2-B04,5,2024-11-08 05:50:27.368614
91,46,A07-S1-B06,5,2024-11-03 05:50:27.368614
92,46,A07-S2-B02,3,2024-10-22 05:50:27.368614
93,47,A01-S1-B02,5,2024-11-06 05:50:27.368614
94,48,A08-S4-B06,1,2024-10-26 05:50:27.368614
95,49,A08-S3-B04,4,2024-11-18 05:50:27.368614
96,49,A08-S1-B05,5,2024-11-10 05:50:27.368614
97,49,A08-S1-B06,2,2024-10-25 05:50:27.368614
98,50,A02-S3-B05,2,2024-11-07 05:50:27.368614
99,51,A08-S2-B03,5,2024-11-13 05:50:27.368614
100,52,A06-S1-B01,1,2024-11-02 05:50:27.368614
101,52,A07-S1-B04,1,2024-10-25 05:50:27.368614
102,52,A07-S4-B02,3,2024-10-28 05:50:27.368614
103,53,A09-S3-B02,2,2024-11-17 05:50:27.368614
104,53,A10-S4-B06,2,2024-11-08 05:50:27.368614
105,53,A10-S1-B04,5,2024-11-02 05:50:27.368614
106,54,A10-S2-B04,2,2024-11-17 05:50:27.384948
107,54,A09-S3-B03,4,2024-11-06 05:50:27.384948
108,55,A08-S2-B06,5,2024-11-19 05:50:27.385440
109,56,A10-S4-B04,2,2024-10-25 05:50:27.386401
110,56,A10-S4-B02,3,2024-11-01 05:50:27.386401
111,56,A10-S2-B01,2,2024-11-11 05:50:27.386401
112,57,A02-S3-B01,4,2024-11-19 05:50:27.386401
113,57,A02-S2-B04,5,2024-11-06 05:50:27.386401
114,57,A01-S4-B02,5,2024-10-31 05:50:27.386401
115,58,A04-S3-B02,5,2024-10-30 05:50:27.387411
116,58,A04-S3-B04,5,2024-11-14 05:50:27.387411
117,59,A01-S4-B06,4,2024-10-24 05:50:27.387411
118,60,A05-S2-B01,1,2024-11-15 05:50:27.388409
119,61,A04-S4-B05,1,2024-10-25 05:50:27.390206
120,61,A04-S1-B01,3,2024-10-23 05:50:27.390206
121,62,A03-S1-B06,5,2024-11-13 05:50:27.390206
122,62,A01-S4-B01,3,2024-10-24 05:50:27.390206
123,63,A06-S3-B04,5,2024-11-19 05:50:27.391249
124,63,A06-S1-B06,4,2024-11-17 05:50:27.391249
125,63,A07-S4-B04,2,2024-10-21 05:50:27.391249
126,64,A03-S4-B01,2,2024-11-06 05:50:27.391249
127,64,A02-S2-B01,3,2024-11-18 05:50:27.391249
128,64,A03-S1-B05,3,2024-11-09 05:50:27.391249
129,65,A03-S1-B05,1,2024-10-30 05:50:27.392249
130,66,A08-S1-B06,4,2024-11-13 05:50:27.392878
131,66,A08-S1-B05,4,2024-11-03 05:50:27.392878
132,66,A08-S3-B06,3,2024-11-12 05:50:27.392878
133,67,A02-S3-B03,5,2024-11-05 05:50:27.393014
134,67,A05-S4-B05,4,2024-10-28 05:50:27.393014
135,68,A07-S1-B02,2,2024-10-31 05:50:27.393014
136,69,A03-S2-B01,1,2024-10-28 05:50:27.396179
137,69,A04-S1-B05,4,2024-10-31 05:50:27.396179
138,70,A08-S4-B06,5,2024-10-31 05:50:27.396365
139,71,A06-S1-B04,4,2024-11-15 05:50:27.396365
140,71,A06-S4-B02,4,2024-10-22 05:50:27.396365
141,72,A05-S4-B04,2,2024-10-25 05:50:27.396365
142,72,A01-S1-B04,1,2024-11-17 05:50:27.396365
143,72,A03-S3-B03,4,2024-11-15 05:50:27.396365
144,73,A05-S1-B04,5,2024-11-04 05:50:27.396365
145,74,A07-S2-B04,2,2024-10-27 05:50:27.396365
146,74,A07-S3-B06,2,2024-11-05 05:50:27.396365
147,74,A06-S3-B02,3,2024-10-20 05:50:27.396365
148,75,A06-S1-B04,2,2024-11-05 05:50:27.396365
149,75,A06-S2-B02,5,2024-11-07 05:50:27.396365
150,75,A07-S3-B03,4,2024-11-18 05:50:27.396365
151,76,A06-S2-B04,2,2024-11-06 05:50:27.396365
152,77,A07-S1-B04,1,2024-11-16 05:50:27.396365
153,77,A07-S4-B01,2,2024-11-05 05:50:27.396365
154,78,A01-S1-B03,1,2024-11-09 05:50:27.396365
155,78,A03-S1-B01,5,2024-11-11 05:50:27.396365
156,79,A04-S2-B06,5,2024-11-08 05:50:27.396365
157,79,A01-S2-B06,5,2024-10-29 05:50:27.396365
158,80,A04-S3-B05,4,2024-11-08 05:50:27.396365
159,80,A05-S1-B04,2,2024-11-11 05:50:27.396365
160,81,A10-S3-B03,4,2024-10-28 05:50:27.396365
161,81,A10-S1-B06,3,2024-11-17 05:50:27.396365
162,82,A08-S2-B04,2,2024-11-05 05:50:27.396365
163,83,A03-S4-B03,3,2024-10-26 05:50:27.403618
164,83,A01-S2-B05,2,2024-11-12 05:50:27.403618
165,84,A05-S3-B02,3,2024-11-18 05:50:27.403618
166,84,A02-S4-B01,3,2024-10-30 05:50:27.403618
167,85,A02-S2-B02,4,2024-11-01 05:50:27.403618
168,86,A04-S2-B02,5,2024-11-09 05:50:27.404626
169,86,A04-S4-B06,5,2024-10-22 05:50:27.404626
170,87,A07-S3-B02,1,2024-10-21 05:50:27.404626
171,87,A06-S4-B01,1,2024-10-31 05:50:27.404626
172,87,A07-S3-B03,2,2024-11-19 05:50:27.404626
173,88,A08-S1-B05,1,2024-10-23 05:50:27.404626
174,89,A09-S4-B05,2,2024-11-08 05:50:27.405630
175,89,A09-S1-B01,2,2024-11-16 05:50:27.405630
176,90,A05-S2-B02,2,2024-10-26 05:50:27.405630
177,91,A01-S3-B06,2,2024-11-18 05:50:27.405630
178,91,A05-S3-B06,1,2024-11-11 05:50:27.406626
179,91,A02-S2-B06,5,2024-11-05 05:50:27.406626
180,92,A06-S4-B06,2,2024-11-06 05:50:27.406626
181,92,A07-S1-B06,3,2024-11-18 05:50:27.406626
182,93,A07-S4-B03,5,2024-10-24 05:50:27.406626
183,94,A08-S4-B06,3,2024-11-03 05:50:27.406626
184,94,A08-S4-B01,2,2024-10-22 05:50:27.406626
185,94,A08-S3-B06,5,2024-10-21 05:50:27.406626
186,95,A07-S2-B01,5,2024-11-10 05:50:27.407630
187,95,A06-S1-B04,4,2024-11-10 05:50:27.407630
188,95,A06-S3-B01,1,2024-11-12 05:50:27.407630
189,96,A05-S4-B02,2,2024-10-28 05:50:27.407630
190,96,A03-S2-B06,3,2024-11-18 05:50:27.407630
191,97,A08-S4-B03,1,2024-11-12 05:50:27.407630
192,97,A08-S3-B05,1,2024-10-25 05:50:27.407630
193,97,A08-S3-B02,4,2024-10-20 05:50:27.407630
194,98,A03-S2-B06,2,2024-11-05 05:50:27.408630
195,98,A04-S3-B01,1,2024-10-20 05:50:27.408630
196,99,A05-S4-B02,3,2024-11-19 05:50:27.408630
197,100,A02-S2-B02,2,2024-11-16 05:50:27.409432
198,100,A05-S4-B02,3,2024-11-10 05:50:27.409432
199,101,A03-S1-B03,2,2024-10-26 05:50:27.409942
200,101,A04-S2-B02,4,2024-11-10 05:50:27.409942
201,101,A02-S4-B02,1,2024-11-14 05:50:27.409942
202,102,A08-S3-B03,4,2024-11-13 05:50:27.410074
203,103,A05-S4-B06,2,2024-11-01 05:50:27.410634
204,103,A04-S2-B04,2,2024-10-20 05:50:27.410634
205,104,A08-S2-B05,5,2024-10-27 05:50:27.410634
206,104,A08-S3-B02,3,2024-11-03 05:50:27.410634
207,105,A09-S3-B06,4,2024-11-15 05:50:27.412178
208,105,A09-S2-B06,1,2024-10-31 05:50:27.412178
209,105,A09-S4-B02,4,2024-11-12 05:50:27.412178
210,106,A05-S4-B02,4,2024-10-21 05:50:27.412633
211,107,A05-S4-B01,5,2024-11-15 05:50:27.413144
212,107,A05-S1-B03,3,2024-11-16 05:50:27.413144
213,108,A07-S3-B05,3,2024-10-26 05:50:27.413144
214,108,A06-S3-B04,1,2024-10-22 05:50:27.413144
215,109,A02-S1-B02,3,2024-10-25 05:50:27.413682
216,109,A02-S1-B05,1,2024-11-17 05:50:27.413682
217,110,A03-S4-B02,4,2024-11-19 05:50:27.413682
218,110,A02-S1-B01,3,2024-10-23 05:50:27.413682
219,110,A05-S4-B04,1,2024-11-08 05:50:27.413682
220,111,A05-S1-B01,4,2024-11-12 05:50:27.414220
221,111,A02-S2-B01,4,2024-10-24 05:50:27.414220
222,111,A02-S4-B01,5,2024-10-26 05:50:27.414220
223,112,A03-S1-B05,4,2024-10-28 05:50:27.414757
224,112,A03-S3-B05,2,2024-11-04 05:50:27.414757
225,112,A05-S1-B05,3,2024-11-05 05:50:27.414757
226,113,A10-S2-B06,5,2024-10-22 05:50:27.414757
227,113,A09-S4-B02,4,2024-10-28 05:50:27.414757
228,114,A06-S1-B06,2,2024-10-30 05:50:27.415295
229,114,A06-S1-B05,5,2024-11-04 05:50:27.415295
230,115,A08-S2-B04,3,2024-11-09 05:50:27.415295
231,115,A08-S2-B01,5,2024-11-02 05:50:27.415295
232,115,A08-S1-B06,3,2024-11-10 05:50:27.415295
233,116,A09-S4-B02,5,2024-11-14 05:50:27.415964
234,117,A06-S1-B04,2,2024-11-10 05:50:27.415964
235,117,A07-S4-B06,3,2024-11-03 05:50:27.415964
236,118,A03-S3-B05,4,2024-10-25 05:50:27.416474
237,119,A10-S2-B01,4,2024-11-19 05:50:27.417013
238,120,A08-S3-B04,5,2024-10-29 05:50:27.417534
239,121,A07-S4-B03,3,2024-11-16 05:50:27.417645
240,121,A06-S3-B01,4,2024-11-11 05:50:27.417645
241,121,A07-S4-B05,1,2024-10-23 05:50:27.417645
242,122,A09-S1-B06,4,2024-10-29 05:50:27.418151
243,123,A05-S3-B03,1,2024-11-17 05:50:27.418703
244,124,A02-S4-B01,3,2024-10-28 05:50:27.418703
245,124,A04-S4-B01,1,2024-11-10 05:50:27.418703
246,124,A04-S3-B02,4,2024-11-12 05:50:27.418703
247,125,A04-S1-B03,1,2024-11-11 05:50:27.419235
248,126,A02-S1-B04,4,2024-11-15 05:50:27.419770
249,126,A04-S2-B05,1,2024-11-12 05:50:27.419770
250,127,A06-S4-B04,3,2024-10-27 05:50:27.419770
251,128,A10-S2-B01,4,2024-11-14 05:50:27.420303
252,128,A10-S2-B03,5,2024-11-04 05:50:27.420303
253,128,A09-S2-B06,3,2024-10-31 05:50:27.420303
254,129,A03-S2-B05,1,2024-10-31 05:50:27.420303
255,129,A04-S1-B01,2,2024-11-16 05:50:27.420303
256,129,A03-S1-B06,3,2024-11-06 05:50:27.420303
257,130,A08-S1-B04,3,2024-10-21 05:50:27.420833
258,131,A03-S3-B02,4,2024-11-10 05:50:27.421368
259,131,A02-S4-B01,5,2024-10-31 05:50:27.421368
260,131,A05-S2-B02,2,2024-11-08 05:50:27.421368
261,132,A01-S1-B05,2,2024-11-04 05:50:27.421368
262,132,A04-S2-B03,3,2024-10-25 05:50:27.421368
263,133,A02-S2-B06,2,2024-11-18 05:50:27.421904
264,134,A04-S3-B03,5,2024-11-06 05:50:27.421904
265,134,A05-S4-B05,4,2024-11-13 05:50:27.421904
266,134,A02-S4-B06,5,2024-10-25 05:50:27.421904
267,135,A09-S4-B06,4,2024-11-10 05:50:27.422439
268,135,A09-S2-B06,2,2024-10-25 05:50:27.422439
269,135,A10-S1-B01,1,2024-10-27 05:50:27.422439
270,136,A03-S2-B02,5,2024-10-26 05:50:27.422957
271,136,A04-S1-B03,1,2024-11-12 05:50:27.422957
272,137,A08-S2-B06,3,2024-11-10 05:50:27.423481
273,137,A08-S3-B06,5,2024-11-11 05:50:27.423481
274,138,A06-S3-B04,5,2024-10-20 05:50:27.424005
275,138,A06-S4-B05,3,2024-11-01 05:50:27.424005
276,138,A07-S2-B06,5,2024-11-18 05:50:27.424005
277,139,A03-S3-B01,2,2024-11-06 05:50:27.424005
278,139,A01-S3-B04,1,2024-10-23 05:50:27.424005
279,139,A01-S3-B05,5,2024-11-03 05:50:27.424005
280,140,A08-S3-B05,2,2024-10-27 05:50:27.424528
281,140,A08-S1-B03,2,2024-10-26 05:50:27.424528
282,141,A08-S4-B05,3,2024-11-01 05:50:27.425066
283,142,A05-S3-B06,2,2024-10-26 05:50:27.425066
284,142,A02-S1-B01,5,2024-11-18 05:50:27.425066
285,142,A01-S4-B05,4,2024-11-19 05:50:27.425066
286,143,A01-S1-B01,5,2024-11-06 05:50:27.425601
287,143,A04-S1-B06,3,2024-11-01 05:50:27.425601
288,143,A01-S2-B05,3,2024-10-27 05:50:27.425601
289,144,A03-S1-B06,2,2024-10-25 05:50:27.425601
290,144,A04-S4-B05,5,2024-11-14 05:50:27.425601
291,145,A01-S3-B02,2,2024-11-06 05:50:27.426133
292,146,A01-S2-B04,5,2024-10-26 05:50:27.426692
293,147,A08-S3-B06,1,2024-10-30 05:50:27.427314
294,147,A08-S4-B04,3,2024-10-21 05:50:27.427314
295,147,A08-S1-B02,1,2024-10-26 05:50:27.427314
296,148,A08-S4-B02,5,2024-10-25 05:50:27.427822
297,148,A08-S4-B01,1,2024-10-25 05:50:27.427822
298,149,A05-S1-B05,4,2024-10-27 05:50:27.428349
299,149,A05-S1-B01,5,2024-11-07 05:50:27.428349
300,150,A05-S1-B03,2,2024-10-20 05:50:27.428874
301,151,A10-S3-B04,2,2024-11-04 05:50:27.429395
302,151,A10-S2-B06,4,2024-11-17 05:50:27.429395
303,151,A09-S3-B01,2,2024-11-06 05:50:27.429395
304,152,A04-S1-B06,3,2024-11-19 05:50:27.429916
305,152,A01-S3-B03,5,2024-11-12 05:50:27.429916
306,153,A05-S2-B01,1,2024-11-10 05:50:27.430437
307,154,A04-S4-B01,1,2024-10-28 05:50:27.430437
308,155,A08-S3-B03,3,2024-10-24 05:50:27.430959
309,156,A04-S4-B06,5,2024-10-28 05:50:27.431480
310,157,A07-S2-B01,4,2024-11-11 05:50:27.432006
311,157,A07-S4-B06,5,2024-11-05 05:50:27.432006
312,158,A06-S4-B04,5,2024-11-09 05:50:27.435800
313,158,A07-S4-B01,5,2024-11-14 05:50:27.435800
314,159,A04-S4-B03,5,2024-10-30 05:50:27.435918
315,159,A04-S1-B06,2,2024-11-13 05:50:27.435918
316,160,A07-S1-B05,3,2024-11-01 05:50:27.436425
317,160,A06-S2-B03,1,2024-11-15 05:50:27.436425
318,160,A06-S2-B01,1,2024-10-26 05:50:27.436425
319,161,A03-S4-B05,2,2024-11-02 05:50:27.436949
320,162,A08-S4-B02,1,2024-11-14 05:50:27.436949
321,162,A08-S3-B02,3,2024-11-15 05:50:27.436949
322,162,A08-S4-B04,1,2024-10-20 05:50:27.436949
323,163,A08-S4-B06,3,2024-11-17 05:50:27.437472
324,163,A08-S2-B05,1,2024-11-06 05:50:27.437472
325,164,A08-S1-B06,1,2024-11-01 05:50:27.437995
326,164,A08-S3-B06,3,2024-10-21 05:50:27.437995
327,164,A08-S1-B02,4,2024-11-04 05:50:27.437995
328,165,A01-S2-B01,3,2024-11-15 05:50:27.437995
329,165,A04-S3-B01,3,2024-10-22 05:50:27.437995
330,166,A07-S3-B06,1,2024-10-24 05:50:27.438522
331,166,A06-S3-B01,2,2024-10-21 05:50:27.438522
332,167,A03-S2-B05,3,2024-10-30 05:50:27.439044
333,167,A04-S1-B04,3,2024-11-16 05:50:27.439044
334,168,A04-S2-B05,1,2024-10-22 05:50:27.439044
335,169,A01-S3-B04,1,2024-10-22 05:50:27.439565
336,170,A08-S1-B01,5,2024-11-14 05:50:27.439565
337,171,A07-S2-B02,3,2024-10-30 05:50:27.440087
338,172,A04-S2-B06,4,2024-10-20 05:50:27.440087
339,172,A02-S3-B03,4,2024-10-27 05:50:27.440087
340,172,A01-S1-B05,4,2024-10-22 05:50:27.440087
341,173,A08-S1-B04,4,2024-10-23 05:50:27.440609
342,174,A02-S4-B06,4,2024-11-10 05:50:27.441130
343,174,A01-S3-B03,4,2024-11-03 05:50:27.441130
344,175,A08-S4-B02,3,2024-11-17 05:50:27.441130
345,175,A08-S2-B04,5,2024-11-05 05:50:27.441130
346,175,A08-S3-B04,4,2024-11-12 05:50:27.441130
347,176,A01-S4-B03,2,2024-11-09 05:50:27.441651
348,176,A04-S2-B06,2,2024-10-27 05:50:27.441651
349,177,A07-S3-B02,3,2024-11-17 05:50:27.441651
350,177,A06-S2-B02,2,2024-11-13 05:50:27.441651
351,177,A06-S3-B04,1,2024-11-19 05:50:27.441651
352,178,A02-S4-B01,1,2024-10-27 05:50:27.442176
353,178,A05-S2-B02,4,2024-10-22 05:50:27.442176
354,179,A09-S2-B02,4,2024-11-12 05:50:27.442705
355,179,A09-S2-B03,2,2024-10-26 05:50:27.442705
356,180,A02-S2-B06,4,2024-11-02 05:50:27.442705
357,181,A05-S3-B01,2,2024-10-29 05:50:27.443233
358,181,A01-S1-B03,4,2024-10-31 05:50:27.443233
359,181,A05-S3-B06,5,2024-11-14 05:50:27.443233
360,182,A05-S2-B04,1,2024-11-07 05:50:27.443233
361,182,A01-S4-B04,3,2024-11-09 05:50:27.443233
362,182,A04-S1-B03,4,2024-10-20 05:50:27.443233
363,183,A10-S3-B05,4,2024-10-27 05:50:27.443233
364,183,A09-S1-B05,4,2024-10-23 05:50:27.443233
365,183,A09-S1-B01,5,2024-10-24 05:50:27.443233
366,184,A09-S1-B05,5,2024-11-13 05:50:27.444255
367,184,A09-S4-B05,1,2024-10-22 05:50:27.444255
368,184,A09-S4-B01,4,2024-11-10 05:50:27.444255
369,185,A03-S4-B06,4,2024-11-03 05:50:27.444255
370,185,A04-S4-B06,3,2024-11-18 05:50:27.444255
371,185,A04-S2-B01,3,2024-11-14 05:50:27.444255
372,186,A06-S3-B05,1,2024-11-09 05:50:27.444255
373,186,A06-S1-B04,3,2024-10-22 05:50:27.444255
374,187,A07-S3-B03,3,2024-10-24 05:50:27.444255
375,188,A08-S4-B04,2,2024-10-21 05:50:27.444255
376,189,A08-S1-B02,5,2024-11-06 05:50:27.445777
377,190,A05-S4-B02,4,2024-11-15 05:50:27.445777
378,190,A01-S2-B04,3,2024-10-29 05:50:27.445777
379,191,A01-S4-B01,2,2024-10-28 05:50:27.445777
380,191,A03-S4-B06,4,2024-10-29 05:50:27.445777
381,192,A09-S3-B06,4,2024-10-21 05:50:27.445777
382,192,A10-S3-B02,3,2024-10-24 05:50:27.445777
383,192,A10-S2-B02,2,2024-10-21 05:50:27.445777
384,193,A10-S4-B01,1,2024-10-20 05:50:27.445777
385,193,A10-S4-B04,2,2024-11-11 05:50:27.445777
386,194,A08-S3-B04,5,2024-11-12 05:50:27.445777
387,194,A08-S2-B01,4,2024-11-03 05:50:27.445777
388,194,A08-S2-B05,2,2024-10-30 05:50:27.445777
389,195,A01-S4-B02,3,2024-11-15 05:50:27.445777
390,195,A01-S1-B01,3,2024-11-16 05:50:27.445777
391,196,A03-S3-B05,2,2024-10-26 05:50:27.447800
392,197,A07-S4-B02,5,2024-11-17 05:50:27.448806
393,197,A07-S4-B03,1,2024-11-09 05:50:27.448806
394,197,A06-S1-B03,4,2024-11-15 05:50:27.448806
395,198,A09-S4-B02,4,2024-11-05 05:50:27.449256
396,198,A09-S1-B05,5,2024-11-10 05:50:27.449256
397,198,A10-S2-B05,4,2024-11-11 05:50:27.449256
398,199,A10-S4-B06,5,2024-11-04 05:50:27.449256
399,199,A09-S2-B01,4,2024-11-17 05:50:27.449256
400,199,A09-S2-B02,2,2024-11-10 05:50:27.449256
401,200,A07-S2-B06,2,2024-11-08 05:50:27.449256
402,200,A07-S4-B05,1,2024-10-20 05:50:27.449256
403,201,A08-S3-B06,3,2024-10-25 05:50:27.449256
404,201,A08-S4-B05,4,2024-11-15 05:50:27.449256
405,201,A08-S2-B02,1,2024-10-23 05:50:27.449256
406,202,A01-S1-B01,2,2024-11-02 05:50:27.449256
407,202,A01-S1-B05,2,2024-11-14 05:50:27.449256
408,202,A04-S3-B03,3,2024-11-19 05:50:27.449256
409,203,A01-S3-B01,3,2024-10-24 05:50:27.449256
410,203,A03-S1-B06,5,2024-11-05 05:50:27.449256
411,204,A10-S1-B01,1,2024-11-12 05:50:27.449256
412,204,A09-S4-B01,4,2024-11-14 05:50:27.449256
413,204,A09-S2-B06,2,2024-11-08 05:50:27.449256
414,205,A08-S1-B01,5,2024-11-09 05:50:27.449256
415,205,A08-S3-B04,3,2024-10-30 05:50:27.449256
416,206,A04-S4-B02,4,2024-11-08 05:50:27.449256
417,206,A01-S3-B03,4,2024-11-02 05:50:27.449256
418,207,A03-S4-B01,4,2024-10-25 05:50:27.449256
419,207,A04-S2-B04,4,2024-11-01 05:50:27.449256
420,208,A06-S1-B05,3,2024-11-16 05:50:27.449256
421,208,A06-S3-B03,1,2024-10-25 05:50:27.449256
422,208,A07-S3-B04,3,2024-10-25 05:50:27.449256
423,209,A05-S4-B03,3,2024-11-15 05:50:27.449256
424,209,A04-S2-B06,1,2024-11-14 05:50:27.449256
425,209,A01-S3-B06,2,2024-10-31 05:50:27.449256
426,210,A02-S3-B06,3,2024-10-31 05:50:27.449256
427,210,A01-S1-B04,5,2024-11-16 05:50:27.449256
428,211,A08-S1-B03,3,2024-11-12 05:50:27.454763
429,212,A07-S1-B05,2,2024-10-31 05:50:27.454763
430,212,A07-S3-B04,3,2024-11-10 05:50:27.454763
431,212,A07-S4-B02,5,2024-11-13 05:50:27.455293
432,213,A06-S3-B03,4,2024-10-30 05:50:27.455293
433,214,A02-S2-B04,2,2024-10-29 05:50:27.455293
434,214,A03-S3-B03,3,2024-11-06 05:50:27.455293
435,215,A06-S3-B05,5,2024-11-17 05:50:27.455293
436,216,A05-S3-B03,4,2024-11-16 05:50:27.455293
437,216,A02-S1-B05,1,2024-10-26 05:50:27.455293
438,217,A02-S2-B05,3,2024-10-24 05:50:27.455293
439,218,A06-S3-B06,1,2024-11-04 05:50:27.455293
440,218,A07-S2-B04,2,2024-11-18 05:50:27.455293
441,219,A08-S1-B02,3,2024-11-03 05:50:27.455293
442,220,A07-S1-B02,4,2024-11-18 05:50:27.455293
443,220,A06-S4-B05,3,2024-10-22 05:50:27.455293
444,221,A06-S4-B05,4,2024-11-12 05:50:27.455293
445,222,A08-S1-B05,1,2024-11-17 05:50:27.455293
446,222,A08-S2-B05,5,2024-11-05 05:50:27.455293
447,222,A08-S2-B06,1,2024-10-20 05:50:27.455293
448,223,A02-S4-B06,1,2024-11-02 05:50:27.455293
449,223,A01-S1-B02,2,2024-10-27 05:50:27.455293
450,224,A02-S3-B06,1,2024-11-19 05:50:27.459676
