order_id,timestamp,product_id,quantity,is_priority
14,2024-08-21 15:54:27.193763,354,3,False
14,2024-08-21 15:54:27.193763,464,1,False
14,2024-08-21 15:54:27.193763,498,3,False
15,2024-08-21 20:18:27.193763,377,1,False
15,2024-08-21 20:18:27.193763,820,2,True
15,2024-08-21 20:18:27.193763,690,2,False
15,2024-08-21 20:18:27.193763,969,2,False
15,2024-08-21 20:18:27.193763,710,1,False
16,2024-08-22 00:59:27.193763,155,3,True
16,2024-08-22 00:59:27.193763,896,2,False
16,2024-08-22 00:59:27.193763,210,3,False
16,2024-08-22 00:59:27.193763,534,2,False
17,2024-08-22 00:51:27.193763,194,1,False
17,2024-08-22 00:51:27.193763,65,3,False
17,2024-08-22 00:51:27.193763,23,2,False
18,2024-08-22 02:10:27.193763,608,3,False
18,2024-08-22 02:10:27.193763,682,2,False
18,2024-08-22 02:10:27.193763,714,2,False
18,2024-08-22 02:10:27.193763,543,2,False
19,2024-08-21 20:39:27.193763,152,2,False
20,2024-08-21 23:49:27.193763,729,2,False
20,2024-08-21 23:49:27.193763,549,1,False
21,2024-08-22 01:40:27.193763,166,1,True
21,2024-08-22 01:40:27.193763,244,2,False
22,2024-08-21 20:01:27.193763,576,1,False
22,2024-08-21 20:01:27.193763,725,2,False
23,2024-08-21 17:24:27.193763,125,2,False
23,2024-08-21 17:24:27.193763,943,1,False
23,2024-08-21 17:24:27.193763,26,2,False
24,2024-08-21 22:22:27.193763,663,2,False
24,2024-08-21 22:22:27.193763,723,3,False
24,2024-08-21 22:22:27.193763,303,3,False
25,2024-08-21 19:34:27.193763,750,2,False
26,2024-08-21 21:57:27.193763,26,1,False
26,2024-08-21 21:57:27.193763,412,1,False
26,2024-08-21 21:57:27.193763,633,3,False
27,2024-08-21 17:40:27.193763,201,3,False
27,2024-08-21 17:40:27.193763,24,3,False
27,2024-08-21 17:40:27.193763,86,1,False
28,2024-08-21 21:10:27.193763,620,3,False
28,2024-08-21 21:10:27.193763,524,1,False
28,2024-08-21 21:10:27.193763,967,2,False
28,2024-08-21 21:10:27.193763,58,2,True
28,2024-08-21 21:10:27.193763,931,2,False
29,2024-08-22 03:25:27.193763,221,3,False
30,2024-08-21 20:41:27.193763,296,2,False
30,2024-08-21 20:41:27.193763,168,2,False
30,2024-08-21 20:41:27.193763,826,3,False
30,2024-08-21 20:41:27.193763,746,1,False
31,2024-08-22 02:23:27.193763,68,3,False
31,2024-08-22 02:23:27.193763,956,1,True
31,2024-08-22 02:23:27.193763,984,3,False
32,2024-08-21 22:19:27.193763,774,2,False
32,2024-08-21 22:19:27.193763,937,2,True
32,2024-08-21 22:19:27.193763,141,2,False
32,2024-08-21 22:19:27.193763,205,2,False
32,2024-08-21 22:19:27.193763,191,3,False
33,2024-08-21 15:59:27.193763,308,3,False
33,2024-08-21 15:59:27.193763,979,3,False
33,2024-08-21 15:59:27.193763,656,2,False
34,2024-08-22 01:31:27.193763,30,2,False
34,2024-08-22 01:31:27.193763,123,1,False
35,2024-08-21 21:26:27.193763,890,2,False
35,2024-08-21 21:26:27.193763,265,1,False
35,2024-08-21 21:26:27.193763,644,3,False
35,2024-08-21 21:26:27.193763,703,2,False
36,2024-08-21 20:19:27.193763,366,1,False
36,2024-08-21 20:19:27.193763,168,2,False
37,2024-08-21 14:08:27.193763,543,1,False
37,2024-08-21 14:08:27.193763,655,3,False
37,2024-08-21 14:08:27.193763,959,1,False
38,2024-08-21 20:45:27.193763,847,2,False
38,2024-08-21 20:45:27.193763,866,3,False
38,2024-08-21 20:45:27.193763,702,1,False
39,2024-08-21 16:50:27.193763,531,2,False
39,2024-08-21 16:50:27.193763,289,2,False
40,2024-08-21 15:03:27.193763,516,1,False
40,2024-08-21 15:03:27.193763,227,3,False
41,2024-08-21 22:44:27.193763,730,1,False
41,2024-08-21 22:44:27.193763,565,1,False
41,2024-08-21 22:44:27.193763,720,1,False
41,2024-08-21 22:44:27.193763,775,2,False
41,2024-08-21 22:44:27.193763,822,3,False
42,2024-08-22 04:28:27.193763,782,2,True
42,2024-08-22 04:28:27.193763,994,1,False
42,2024-08-22 04:28:27.193763,351,3,False
42,2024-08-22 04:28:27.193763,177,1,False
42,2024-08-22 04:28:27.193763,727,1,False
43,2024-08-22 01:38:27.193763,80,1,False
44,2024-08-21 14:02:27.193763,34,3,False
45,2024-08-21 16:48:27.193763,45,3,True
45,2024-08-21 16:48:27.193763,68,1,False
45,2024-08-21 16:48:27.193763,309,3,False
46,2024-08-21 16:32:27.193763,30,3,False
46,2024-08-21 16:32:27.193763,93,3,False
46,2024-08-21 16:32:27.193763,150,1,False
47,2024-08-21 23:05:27.193763,584,1,False
47,2024-08-21 23:05:27.193763,70,3,False
47,2024-08-21 23:05:27.193763,102,2,False
47,2024-08-21 23:05:27.193763,840,3,True
47,2024-08-21 23:05:27.193763,593,3,True
48,2024-08-21 22:44:27.193763,376,2,False
48,2024-08-21 22:44:27.193763,715,1,False
48,2024-08-21 22:44:27.193763,604,2,False
48,2024-08-21 22:44:27.193763,190,2,False
49,2024-08-21 16:38:27.193763,127,3,False
49,2024-08-21 16:38:27.193763,478,2,False
49,2024-08-21 16:38:27.193763,113,3,False
50,2024-08-21 20:57:27.193763,291,2,False
50,2024-08-21 20:57:27.193763,468,2,False
50,2024-08-21 20:57:27.193763,615,2,False
50,2024-08-21 20:57:27.193763,754,2,False
51,2024-08-22 02:41:27.193763,962,1,False
51,2024-08-22 02:41:27.193763,696,2,False
51,2024-08-22 02:41:27.193763,377,2,False
51,2024-08-22 02:41:27.193763,184,3,False
52,2024-08-21 21:15:27.193763,105,1,False
52,2024-08-21 21:15:27.193763,760,1,False
52,2024-08-21 21:15:27.193763,948,3,False
52,2024-08-21 21:15:27.193763,914,2,False
52,2024-08-21 21:15:27.193763,173,2,False
53,2024-08-22 01:39:27.193763,608,3,False
53,2024-08-22 01:39:27.193763,280,2,False
53,2024-08-22 01:39:27.193763,775,3,False
53,2024-08-22 01:39:27.193763,809,2,False
53,2024-08-22 01:39:27.193763,821,1,False
54,2024-08-21 20:21:27.193763,237,1,True
54,2024-08-21 20:21:27.193763,644,1,False
54,2024-08-21 20:21:27.193763,966,2,False
54,2024-08-21 20:21:27.193763,138,1,False
55,2024-08-21 17:09:27.193763,639,3,False
55,2024-08-21 17:09:27.193763,99,2,False
55,2024-08-21 17:09:27.193763,779,3,False
55,2024-08-21 17:09:27.193763,79,3,False
55,2024-08-21 17:09:27.193763,677,2,False
56,2024-08-21 16:38:27.193763,441,1,False
57,2024-08-21 21:18:27.193763,37,3,False
57,2024-08-21 21:18:27.193763,34,2,False
57,2024-08-21 21:18:27.193763,182,1,False
57,2024-08-21 21:18:27.193763,571,1,False
58,2024-08-22 01:57:27.193763,692,3,False
58,2024-08-22 01:57:27.193763,503,2,False
58,2024-08-22 01:57:27.193763,676,1,False
58,2024-08-22 01:57:27.193763,568,2,False
58,2024-08-22 01:57:27.193763,702,3,False
59,2024-08-21 20:39:27.193763,329,3,True
59,2024-08-21 20:39:27.193763,63,2,False
59,2024-08-21 20:39:27.193763,29,3,False
60,2024-08-22 00:11:27.193763,100,2,False
60,2024-08-22 00:11:27.193763,439,3,False
60,2024-08-22 00:11:27.193763,354,1,False
60,2024-08-22 00:11:27.193763,366,3,True
61,2024-08-22 02:09:27.193763,346,1,True
62,2024-08-21 21:32:27.193763,582,2,True
62,2024-08-21 21:32:27.193763,528,2,False
62,2024-08-21 21:32:27.193763,924,2,False
62,2024-08-21 21:32:27.193763,432,2,False
63,2024-08-21 20:56:27.193763,345,3,False
63,2024-08-21 20:56:27.193763,509,3,False
64,2024-08-21 20:17:27.193763,509,1,False
64,2024-08-21 20:17:27.193763,651,3,False
65,2024-08-21 20:26:27.193763,824,1,False
65,2024-08-21 20:26:27.193763,232,3,True
65,2024-08-21 20:26:27.193763,640,2,False
65,2024-08-21 20:26:27.193763,761,3,False
66,2024-08-21 17:12:27.193763,668,2,False
67,2024-08-22 01:24:27.193763,205,2,False
67,2024-08-22 01:24:27.193763,425,2,False
67,2024-08-22 01:24:27.193763,412,3,False
68,2024-08-22 01:23:27.193763,591,1,False
68,2024-08-22 01:23:27.193763,512,3,False
69,2024-08-22 01:24:27.193763,874,3,False
69,2024-08-22 01:24:27.193763,788,1,False
69,2024-08-22 01:24:27.193763,929,2,False
69,2024-08-22 01:24:27.193763,445,1,False
69,2024-08-22 01:24:27.193763,958,3,False
70,2024-08-21 20:10:27.193763,650,1,False
71,2024-08-21 20:31:27.193763,263,3,False
71,2024-08-21 20:31:27.193763,704,1,False
72,2024-08-21 17:41:27.193763,476,2,False
72,2024-08-21 17:41:27.193763,498,1,False
72,2024-08-21 17:41:27.193763,574,2,False
73,2024-08-22 02:07:27.193763,181,3,False
73,2024-08-22 02:07:27.193763,660,1,True
73,2024-08-22 02:07:27.193763,873,1,False
73,2024-08-22 02:07:27.193763,44,2,False
73,2024-08-22 02:07:27.193763,987,2,False
74,2024-08-21 16:15:27.193763,242,3,False
74,2024-08-21 16:15:27.193763,115,1,False
75,2024-08-22 02:49:27.193763,258,3,False
75,2024-08-22 02:49:27.193763,509,2,False
75,2024-08-22 02:49:27.193763,906,3,False
75,2024-08-22 02:49:27.193763,93,3,False
75,2024-08-22 02:49:27.193763,244,2,False
76,2024-08-21 17:07:27.193763,419,1,False
76,2024-08-21 17:07:27.193763,261,2,False
76,2024-08-21 17:07:27.193763,884,1,False
76,2024-08-21 17:07:27.193763,604,2,False
77,2024-08-21 20:46:27.193763,372,3,False
77,2024-08-21 20:46:27.193763,487,2,True
78,2024-08-21 22:52:27.193763,708,3,False
79,2024-08-21 20:30:27.193763,925,1,False
79,2024-08-21 20:30:27.193763,832,1,False
79,2024-08-21 20:30:27.193763,702,2,True
80,2024-08-22 04:48:27.193763,309,1,False
80,2024-08-22 04:48:27.193763,93,1,False
80,2024-08-22 04:48:27.193763,959,3,False
81,2024-08-22 00:16:27.193763,281,1,False
82,2024-08-21 21:37:27.193763,949,2,False
82,2024-08-21 21:37:27.193763,862,1,False
82,2024-08-21 21:37:27.193763,341,3,False
82,2024-08-21 21:37:27.193763,735,1,False
83,2024-08-22 02:25:27.193763,465,1,False
83,2024-08-22 02:25:27.193763,712,1,False
83,2024-08-22 02:25:27.193763,29,3,False
84,2024-08-22 01:09:27.193763,590,1,False
84,2024-08-22 01:09:27.193763,85,3,False
84,2024-08-22 01:09:27.193763,114,3,False
85,2024-08-22 00:16:27.193763,463,3,False
85,2024-08-22 00:16:27.193763,490,1,False
85,2024-08-22 00:16:27.193763,895,2,False
86,2024-08-21 21:13:27.193763,403,2,False
86,2024-08-21 21:13:27.193763,898,3,False
87,2024-08-22 04:25:27.193763,642,2,False
87,2024-08-22 04:25:27.193763,235,3,False
87,2024-08-22 04:25:27.193763,929,1,False
87,2024-08-22 04:25:27.193763,92,2,False
87,2024-08-22 04:25:27.193763,998,1,True
88,2024-08-21 21:57:27.193763,736,3,False
89,2024-08-21 21:42:27.193763,122,1,False
89,2024-08-21 21:42:27.193763,230,2,False
89,2024-08-21 21:42:27.193763,731,2,False
89,2024-08-21 21:42:27.193763,209,2,False
90,2024-08-22 02:08:27.193763,429,2,False
90,2024-08-22 02:08:27.193763,185,1,False
91,2024-08-21 22:18:27.193763,379,3,False
91,2024-08-21 22:18:27.193763,597,1,True
92,2024-08-21 20:34:27.193763,704,3,False
92,2024-08-21 20:34:27.193763,218,3,False
92,2024-08-21 20:34:27.193763,731,1,False
92,2024-08-21 20:34:27.193763,393,1,False
93,2024-08-21 20:28:27.193763,727,2,False
93,2024-08-21 20:28:27.193763,767,2,False
93,2024-08-21 20:28:27.193763,830,2,False
93,2024-08-21 20:28:27.193763,47,1,False
93,2024-08-21 20:28:27.193763,6,3,True
94,2024-08-21 17:22:27.193763,953,1,True
94,2024-08-21 17:22:27.193763,348,3,False
94,2024-08-21 17:22:27.193763,899,1,False
94,2024-08-21 17:22:27.193763,480,2,True
95,2024-08-22 02:43:27.193763,766,2,False
95,2024-08-22 02:43:27.193763,370,2,False
95,2024-08-22 02:43:27.193763,949,2,False
96,2024-08-21 17:10:27.193763,783,3,False
96,2024-08-21 17:10:27.193763,973,2,True
96,2024-08-21 17:10:27.193763,155,1,True
96,2024-08-21 17:10:27.193763,570,1,True
97,2024-08-22 01:19:27.193763,119,1,False
97,2024-08-22 01:19:27.193763,917,3,False
97,2024-08-22 01:19:27.193763,950,2,False
97,2024-08-22 01:19:27.193763,507,3,False
98,2024-08-21 16:03:27.193763,185,3,False
98,2024-08-21 16:03:27.193763,855,2,False
98,2024-08-21 16:03:27.193763,173,3,False
99,2024-08-21 16:23:27.193763,185,2,False
99,2024-08-21 16:23:27.193763,427,2,True
99,2024-08-21 16:23:27.193763,943,3,False
99,2024-08-21 16:23:27.193763,79,1,False
99,2024-08-21 16:23:27.193763,253,3,False
100,2024-08-21 19:59:27.193763,84,2,False
101,2024-08-21 21:30:27.193763,609,2,False
101,2024-08-21 21:30:27.193763,674,3,False
101,2024-08-21 21:30:27.193763,6,2,False
102,2024-08-22 01:48:27.193763,133,3,False
102,2024-08-22 01:48:27.193763,217,1,False
102,2024-08-22 01:48:27.193763,884,3,False
102,2024-08-22 01:48:27.193763,50,2,True
102,2024-08-22 01:48:27.193763,821,2,False
103,2024-08-22 03:15:27.193763,22,1,False
104,2024-08-21 18:31:27.193763,124,2,False
104,2024-08-21 18:31:27.193763,306,3,False
105,2024-08-22 01:28:27.193763,368,1,False
105,2024-08-22 01:28:27.193763,682,3,False
106,2024-08-22 21:07:27.193763,615,2,False
106,2024-08-22 21:07:27.193763,434,2,False
106,2024-08-22 21:07:27.193763,93,1,True
106,2024-08-22 21:07:27.193763,775,2,False
106,2024-08-22 21:07:27.193763,433,3,False
107,2024-08-22 17:49:27.193763,540,1,False
107,2024-08-22 17:49:27.193763,645,2,True
107,2024-08-22 17:49:27.193763,663,2,False
107,2024-08-22 17:49:27.193763,538,1,False
108,2024-08-22 17:23:27.193763,303,1,False
108,2024-08-22 17:23:27.193763,583,3,False
108,2024-08-22 17:23:27.193763,49,2,False
108,2024-08-22 17:23:27.193763,565,2,False
109,2024-08-22 20:12:27.193763,600,3,True
109,2024-08-22 20:12:27.193763,84,3,False
109,2024-08-22 20:12:27.193763,788,1,False
110,2024-08-22 13:55:27.193763,898,3,False
110,2024-08-22 13:55:27.193763,722,3,False
110,2024-08-22 13:55:27.193763,305,2,False
110,2024-08-22 13:55:27.193763,322,1,False
111,2024-08-22 22:06:27.193763,445,3,True
112,2024-08-22 16:00:27.193763,472,3,False
112,2024-08-22 16:00:27.193763,709,3,False
112,2024-08-22 16:00:27.193763,415,2,False
112,2024-08-22 16:00:27.193763,890,3,False
113,2024-08-23 01:33:27.193763,824,1,True
113,2024-08-23 01:33:27.193763,310,1,False
113,2024-08-23 01:33:27.193763,90,3,False
113,2024-08-23 01:33:27.193763,129,1,False
114,2024-08-23 01:05:27.193763,863,3,False
114,2024-08-23 01:05:27.193763,642,2,False
114,2024-08-23 01:05:27.193763,879,1,False
114,2024-08-23 01:05:27.193763,809,1,False
115,2024-08-23 01:34:27.193763,987,2,False
115,2024-08-23 01:34:27.193763,497,1,False
115,2024-08-23 01:34:27.193763,483,2,True
115,2024-08-23 01:34:27.193763,21,1,False
116,2024-08-22 20:16:27.193763,755,3,False
116,2024-08-22 20:16:27.193763,593,1,False
116,2024-08-22 20:16:27.193763,611,2,False
116,2024-08-22 20:16:27.193763,749,3,False
117,2024-08-23 02:45:27.193763,238,1,False
117,2024-08-23 02:45:27.193763,732,2,False
117,2024-08-23 02:45:27.193763,63,2,False
117,2024-08-23 02:45:27.193763,541,2,False
118,2024-08-22 22:31:27.193763,460,1,False
118,2024-08-22 22:31:27.193763,715,3,False
118,2024-08-22 22:31:27.193763,447,2,False
119,2024-08-22 22:48:27.193763,944,3,False
119,2024-08-22 22:48:27.193763,617,1,False
119,2024-08-22 22:48:27.193763,874,3,False
120,2024-08-23 03:33:27.193763,816,1,False
120,2024-08-23 03:33:27.193763,484,2,False
120,2024-08-23 03:33:27.193763,819,1,False
121,2024-08-22 17:00:27.193763,504,2,False
121,2024-08-22 17:00:27.193763,104,1,False
121,2024-08-22 17:00:27.193763,813,1,False
121,2024-08-22 17:00:27.193763,426,2,False
121,2024-08-22 17:00:27.193763,966,1,False
122,2024-08-22 21:52:27.193763,346,2,False
123,2024-08-22 22:04:27.193763,265,1,False
123,2024-08-22 22:04:27.193763,349,3,False
123,2024-08-22 22:04:27.193763,804,1,False
123,2024-08-22 22:04:27.193763,364,3,False
124,2024-08-22 16:49:27.193763,819,1,False
124,2024-08-22 16:49:27.193763,469,3,False
124,2024-08-22 16:49:27.193763,986,1,False
124,2024-08-22 16:49:27.193763,862,1,False
125,2024-08-22 16:45:27.193763,933,1,False
125,2024-08-22 16:45:27.193763,371,3,False
126,2024-08-23 01:45:27.193763,158,3,False
127,2024-08-22 15:44:27.193763,450,2,False
127,2024-08-22 15:44:27.193763,993,1,False
128,2024-08-22 19:08:27.193763,176,2,False
128,2024-08-22 19:08:27.193763,88,3,False
128,2024-08-22 19:08:27.193763,273,3,False
128,2024-08-22 19:08:27.193763,382,1,False
128,2024-08-22 19:08:27.193763,733,2,False
129,2024-08-22 21:44:27.193763,814,2,False
129,2024-08-22 21:44:27.193763,699,1,False
129,2024-08-22 21:44:27.193763,371,3,False
129,2024-08-22 21:44:27.193763,967,1,False
129,2024-08-22 21:44:27.193763,31,2,False
130,2024-08-22 16:15:27.193763,677,3,False
131,2024-08-23 01:35:27.193763,997,3,False
131,2024-08-23 01:35:27.193763,303,2,False
131,2024-08-23 01:35:27.193763,430,2,False
131,2024-08-23 01:35:27.193763,412,1,False
131,2024-08-23 01:35:27.193763,908,3,False
132,2024-08-22 21:18:27.193763,909,3,False
132,2024-08-22 21:18:27.193763,558,3,False
133,2024-08-23 02:40:27.193763,795,1,True
133,2024-08-23 02:40:27.193763,203,2,False
133,2024-08-23 02:40:27.193763,903,3,False
133,2024-08-23 02:40:27.193763,309,1,False
134,2024-08-22 16:55:27.193763,566,3,False
134,2024-08-22 16:55:27.193763,320,1,False
134,2024-08-22 16:55:27.193763,534,3,False
134,2024-08-22 16:55:27.193763,349,1,False
134,2024-08-22 16:55:27.193763,776,2,False
135,2024-08-22 15:36:27.193763,862,2,False
136,2024-08-22 15:53:27.193763,460,2,False
137,2024-08-22 20:05:27.193763,580,3,False
137,2024-08-22 20:05:27.193763,732,3,False
137,2024-08-22 20:05:27.193763,916,2,False
137,2024-08-22 20:05:27.193763,961,3,False
137,2024-08-22 20:05:27.193763,643,1,False
138,2024-08-22 16:56:27.193763,529,2,False
138,2024-08-22 16:56:27.193763,597,1,False
138,2024-08-22 16:56:27.193763,198,2,True
139,2024-08-22 17:20:27.193763,457,2,False
139,2024-08-22 17:20:27.193763,80,2,False
140,2024-08-22 21:45:27.193763,599,2,False
140,2024-08-22 21:45:27.193763,511,3,False
140,2024-08-22 21:45:27.193763,652,2,False
141,2024-08-22 16:59:27.193763,131,3,False
141,2024-08-22 16:59:27.193763,497,3,False
141,2024-08-22 16:59:27.193763,729,1,False
141,2024-08-22 16:59:27.193763,469,1,False
141,2024-08-22 16:59:27.193763,133,3,False
142,2024-08-22 23:44:27.193763,113,2,True
142,2024-08-22 23:44:27.193763,124,1,False
142,2024-08-22 23:44:27.193763,379,2,False
142,2024-08-22 23:44:27.193763,586,2,False
143,2024-08-22 16:59:27.193763,432,2,False
143,2024-08-22 16:59:27.193763,50,3,False
143,2024-08-22 16:59:27.193763,960,1,False
143,2024-08-22 16:59:27.193763,916,1,False
143,2024-08-22 16:59:27.193763,313,2,False
144,2024-08-22 21:47:27.193763,801,3,False
144,2024-08-22 21:47:27.193763,387,1,False
144,2024-08-22 21:47:27.193763,487,3,False
145,2024-08-23 00:18:27.193763,888,2,True
145,2024-08-23 00:18:27.193763,746,3,False
146,2024-08-22 17:47:27.193763,348,3,False
146,2024-08-22 17:47:27.193763,554,3,False
146,2024-08-22 17:47:27.193763,47,1,False
146,2024-08-22 17:47:27.193763,982,3,True
147,2024-08-23 02:35:27.193763,575,3,False
147,2024-08-23 02:35:27.193763,661,1,False
147,2024-08-23 02:35:27.193763,127,3,False
148,2024-08-22 22:23:27.193763,769,3,False
148,2024-08-22 22:23:27.193763,488,1,False
149,2024-08-22 16:07:27.193763,252,3,False
149,2024-08-22 16:07:27.193763,850,3,False
150,2024-08-22 23:10:27.193763,604,1,False
150,2024-08-22 23:10:27.193763,47,1,False
150,2024-08-22 23:10:27.193763,504,3,False
150,2024-08-22 23:10:27.193763,883,2,True
151,2024-08-22 22:00:27.193763,148,1,False
151,2024-08-22 22:00:27.193763,188,2,False
151,2024-08-22 22:00:27.193763,262,1,False
152,2024-08-22 16:35:27.193763,306,2,True
153,2024-08-22 20:06:27.193763,965,1,False
153,2024-08-22 20:06:27.193763,848,3,False
153,2024-08-22 20:06:27.193763,922,2,False
153,2024-08-22 20:06:27.193763,124,3,False
154,2024-08-22 16:10:27.193763,567,1,False
154,2024-08-22 16:10:27.193763,417,1,False
154,2024-08-22 16:10:27.193763,68,1,False
154,2024-08-22 16:10:27.193763,496,3,False
155,2024-08-22 22:31:27.193763,312,2,False
155,2024-08-22 22:31:27.193763,582,3,False
156,2024-08-22 16:13:27.193763,173,2,False
156,2024-08-22 16:13:27.193763,801,3,False
156,2024-08-22 16:13:27.193763,252,1,False
156,2024-08-22 16:13:27.193763,551,3,False
156,2024-08-22 16:13:27.193763,976,1,True
157,2024-08-22 21:07:27.193763,257,3,False
157,2024-08-22 21:07:27.193763,860,3,False
157,2024-08-22 21:07:27.193763,697,1,False
157,2024-08-22 21:07:27.193763,390,3,True
157,2024-08-22 21:07:27.193763,360,1,False
158,2024-08-22 17:36:27.193763,287,3,False
158,2024-08-22 17:36:27.193763,900,2,False
158,2024-08-22 17:36:27.193763,443,2,False
158,2024-08-22 17:36:27.193763,216,3,False
158,2024-08-22 17:36:27.193763,626,1,False
159,2024-08-22 17:19:27.193763,337,3,False
159,2024-08-22 17:19:27.193763,17,3,False
159,2024-08-22 17:19:27.193763,936,1,False
159,2024-08-22 17:19:27.193763,709,2,False
159,2024-08-22 17:19:27.193763,137,3,False
160,2024-08-22 21:55:27.193763,552,1,False
161,2024-08-22 21:33:27.193763,362,2,False
162,2024-08-22 17:43:27.193763,128,2,False
163,2024-08-22 16:04:27.193763,777,2,False
164,2024-08-22 16:55:27.193763,641,1,False
164,2024-08-22 16:55:27.193763,311,2,True
164,2024-08-22 16:55:27.193763,828,2,False
164,2024-08-22 16:55:27.193763,736,3,False
164,2024-08-22 16:55:27.193763,227,1,False
165,2024-08-22 19:57:27.193763,583,1,False
165,2024-08-22 19:57:27.193763,513,3,False
165,2024-08-22 19:57:27.193763,506,3,False
166,2024-08-22 16:27:27.193763,764,1,False
166,2024-08-22 16:27:27.193763,67,3,False
167,2024-08-23 01:40:27.193763,197,1,False
167,2024-08-23 01:40:27.193763,869,3,False
167,2024-08-23 01:40:27.193763,695,3,False
168,2024-08-22 20:50:27.193763,657,1,False
168,2024-08-22 20:50:27.193763,690,2,False
168,2024-08-22 20:50:27.193763,966,2,False
168,2024-08-22 20:50:27.193763,666,3,False
169,2024-08-22 22:38:27.193763,906,3,False
170,2024-08-22 21:24:27.193763,324,2,True
170,2024-08-22 21:24:27.193763,6,3,False
170,2024-08-22 21:24:27.193763,402,3,False
170,2024-08-22 21:24:27.193763,200,3,False
171,2024-08-22 17:02:27.193763,338,1,False
171,2024-08-22 17:02:27.193763,319,1,True
172,2024-08-22 16:27:27.193763,861,1,False
172,2024-08-22 16:27:27.193763,257,2,False
172,2024-08-22 16:27:27.193763,254,2,False
173,2024-08-22 16:39:27.193763,635,2,False
173,2024-08-22 16:39:27.193763,450,1,False
173,2024-08-22 16:39:27.193763,783,1,False
173,2024-08-22 16:39:27.193763,98,3,True
173,2024-08-22 16:39:27.193763,641,1,True
174,2024-08-22 14:09:27.193763,642,1,False
174,2024-08-22 14:09:27.193763,443,2,False
174,2024-08-22 14:09:27.193763,68,2,True
174,2024-08-22 14:09:27.193763,105,2,False
174,2024-08-22 14:09:27.193763,694,3,False
175,2024-08-22 21:14:27.193763,815,3,False
175,2024-08-22 21:14:27.193763,439,3,False
175,2024-08-22 21:14:27.193763,902,1,False
175,2024-08-22 21:14:27.193763,636,2,False
176,2024-08-22 16:28:27.193763,608,1,False
177,2024-08-22 22:06:27.193763,432,3,False
177,2024-08-22 22:06:27.193763,493,1,False
177,2024-08-22 22:06:27.193763,743,1,True
178,2024-08-22 21:22:27.193763,319,3,False
178,2024-08-22 21:22:27.193763,598,1,False
178,2024-08-22 21:22:27.193763,907,3,False
179,2024-08-22 16:23:27.193763,674,3,False
179,2024-08-22 16:23:27.193763,695,3,False
179,2024-08-22 16:23:27.193763,149,2,False
179,2024-08-22 16:23:27.193763,59,1,False
179,2024-08-22 16:23:27.193763,244,1,False
180,2024-08-23 01:20:27.193763,615,3,False
180,2024-08-23 01:20:27.193763,710,2,False
180,2024-08-23 01:20:27.193763,340,2,False
180,2024-08-23 01:20:27.193763,873,1,False
181,2024-08-22 14:21:27.193763,943,3,False
181,2024-08-22 14:21:27.193763,4,1,False
182,2024-08-22 21:37:27.193763,827,1,False
182,2024-08-22 21:37:27.193763,758,1,False
182,2024-08-22 21:37:27.193763,385,1,False
183,2024-08-22 17:08:27.193763,200,2,True
183,2024-08-22 17:08:27.193763,647,1,False
